adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
False,,[],25747,['GB'],en,Why Did The Chicken?,,0.0071,,1994-04-06,Why Did The Chicken?,0.0,0
False,,[],248751,['NZ'],en,Asia Dynamic,,0.0,,1994-04-02,Asia Dynamic,7.0,1
False,/mCbh1Mzcu6AlTO4aFlfnwfKsxsE.jpg,"[10765, 18]",9045,['US'],en,The Stand,"Visión épica de un futuro apocalíptico. Los supervivientes de una terrible plaga mundial han de decidir si elegirán el bando del bien o demal en una batalla definitiva, cuyo desenlace decidirá el destino de la humanidad. Los seguidores del diabólico Randall Flagg planean reconstruir el mundo de acuerdo con su tenebrosa concepción del mismo. Mientras tanto, un valiente cuarteto inicia una misión heroica contra Flagg y sus secuaces. Al enfrentarse a los más increíbles peligros, arriesgarán mucho más que sus vidas en un intento desesperado de resistir y derrotar al mal.",11.7573,/4eTx9bTYJmWxBcUU5F2QzWAHWLQ.jpg,1994-05-08,Apocalipsis,6.818,506
False,/nvrMucgxG9t9qConfqz8oqYYJqj.jpg,"[18, 80]",35942,['GB'],en,Cadfael,,9.3013,/gZUCGw4DOJZXMVcPnoUQi7cfY3n.jpg,1994-05-29,Cadfael,7.4,31
False,/pHynfa49CXK97AOLZqSmbvVwq6V.jpg,[],109708,['HK'],cn,餐餐有宋家,,8.9768,/AjZHb7X1ddSCttoBJteT2eabcBu.jpg,1994-05-05,餐餐有宋家,0.0,0
False,/vm9Zg4HpEkNfi3FtLlG7mNyub1C.jpg,[18],35404,['BR'],pt,Éramos Seis,,4.9198,/fdyfsf9peNrmxb1JtTvEasfSEW6.jpg,1994-05-09,Éramos Seis,9.0,1
False,/vbR7HopbRg15qt11wAYLqHu4KI7.jpg,"[18, 10766]",45259,['VE'],es,María Celeste,,3.7469,/jPwe4og2gx6UceJjIFdopd9QBIO.jpg,1994-05-02,María Celeste,9.0,2
False,/bWIcKlkIge0AGYIxlB7AuyUJ5y5.jpg,"[10762, 35, 10751, 10765]",35254,['BR'],pt,Castelo Rá-Tim-Bum,,3.5289,/p9Yo9plrovUUl8sa3UFt3Q9bxpE.jpg,1994-05-09,Castelo Rá-Tim-Bum,8.431,29
False,/eP9E1d6GzayoAiOkQeP2wtjnyoT.jpg,"[10766, 18]",41815,['BR'],pt,Tropicaliente,,3.4245,/hJtAsTXyDiPE9Ao6Kw28Z3glYDa.jpg,1994-05-16,Tropicaliente,6.833,6
False,/6edko3cSImNDRDFwt3EoR8bY2r2.jpg,"[16, 10751, 10762]",231515,"['CN', 'US']",en,熊猫京京,,3.4,/oD7PXyPO6vqBgOpeSX6KerCmZGq.jpg,1994-05-04,熊猫京京,0.0,0
False,/Dhi7D5Z49MJpJw78h72i9N2ixs.jpg,"[10759, 16, 10765]",80237,['JP'],ja,ジェノサイバー 虚界の魔獣,"La historia gira en torno a un mundo muy avanzado ya en ámbitos tecnológicos donde los hilos de la guerra son manipulados por empresas privadas y por lo tanto se requiere de una enorme inversión para conseguir cada vez mejor armamento; en Hong Kong se da a conocer el desarrollo de la arma más potente conocida hasta la fecha gracias a los poderes mentales de dos hermanas, Elaine y Diana. Durante todo esto una de las hermanas escapa, Elaine, teniendo que movilizar a todo tipo de mercenarios para capturarla e inclusive mandan a la otra hermana para detenerla y regresarla a los laboratorios, tomando en cuenta que ella posee un poder inmenso capaz de controlarlo todo con su telequinesis y su fuerza destructora. Es un arma totalmente devastadora, y dicha búsqueda provocará una ira tal que la destrucción del mundo será inminente. una destrucción que durará años, de esta manera se da inicio a una gran batalla",3.1651,/dZuuzA7ez2GLnFD4RCb9hZjV8Bt.jpg,1994-05-24,Genocyber,6.5,11
False,/rjlEcba3kV3cGM19dEcJHF8rmR.jpg,"[16, 10765, 35]",105339,['JP'],ja,爆炎CAMPUSガードレス,"Hace mucho tiempo, la puerta al mundo de las tinieblas estaba sellada. Ahora los guerreros malvados, conocidos como restos, están tratando de reabrir la puerta y dejar que los demonios se apodere del mundo. Sin embargo, en la Escuela Secundaria Tobira, existen guardianes de la puerta que deben arriesgar sus vidas para evitar que se abra la puerta.",2.6326,/mwDxeHrq1A4R5Hns2Ven2EfcFHF.jpg,1994-05-27,Bakuen Campus Guardress,4.0,3
False,/syXNSW4QE66Hc3HcLOrohHIrmlw.jpg,"[16, 10765, 35]",45508,['JP'],ja,爆炎CAMPUSガ－ドレス,,2.3457,/e9KHtcAIPzSPo0nLjCkY5NpQyDP.jpg,1994-05-27,爆炎CAMPUSガ－ドレス,4.5,2
False,/tQAWTSbiLNbkl1IWjYx2ycrqrkD.jpg,[35],4430,['AU'],en,Frontline,,2.2459,/wZAAm8i80wsPzaE7jXUjIg06I22.jpg,1994-05-09,Frontline,7.5,4
False,/oZn86CExaTEh29vgd9JNiNsFSNL.jpg,[18],130803,['BR'],pt,Memorial de Maria Moura,,2.1962,/cj6uHkx2AnB68qraRq0ONX6HKvm.jpg,1994-05-17,Memorial de Maria Moura,7.857,7
False,,[18],108733,"['CN', 'TW', 'HK']",zh,侠义见青天,,2.136,/4n4tsRlU1ITubY45zRx3up3GuEO.jpg,1994-05-05,侠义见青天,0.0,0
False,/wS9jdAXtlN03oPEfD5IXnjWO1Zz.jpg,[],154802,['GB'],en,Moving Story,,1.8711000000000002,/i4ZcNCk69fj7qeIXTet9d9USbv3.jpg,1994-05-26,Moving Story,0.0,0
False,/xHgdPRTFvEllK2UdAdud18yakhm.jpg,[99],103874,['CN'],zh,人与自然,,1.8368,/r1UBXoLLdoYLGNYWSBrNvcNMKH6.jpg,1994-05-11,人与自然,9.0,1
False,/eyrB1B0VuTqEooKAzVUYvFnJ59Y.jpg,[18],109020,['HK'],cn,戲王之王,,1.8296000000000001,/hQp8uLFzL19ofhpEIqFRhkolSib.jpg,1994-05-02,戲王之王,0.0,0
False,/s6PxSmGHDNUJgnIU8IGaZesGJWB.jpg,[18],213874,['JP'],ja,新・女検事 霞夕子,,1.6472,/eo32F8fmpoAddIOxJMstfxETkBh.jpg,1994-05-03,新・女検事 霞夕子,0.0,0
False,,"[10765, 16]",16910,[],en,Red Planet,,1.5951,/ece4uwM84MmDR13VBWfCV7j7tf5.jpg,1994-05-14,Red Planet,6.667,3
False,,"[10751, 10762, 10765, 35]",213499,['US'],en,Mrs. Piggle-Wiggle,,1.1013,,1994-05-30,Mrs. Piggle-Wiggle,0.0,0
False,,[10767],119363,['DE'],de,Nachtshow,,1.0886,,1994-05-19,Nachtshow,0.0,0
False,,[35],293699,['GR'],el,Μια Υπέροχη Ζωή,,0.9772000000000001,,1994-05-03,Μια Υπέροχη Ζωή,7.0,1
False,,[10751],41300,['DE'],de,Blankenese,,0.9003,/n8p9i6POlN4UdfV9ekuAFexhWGa.jpg,1994-05-11,Blankenese,0.0,0
False,/pwvhiJFMLc3g5PrXLeah6x73JbZ.jpg,"[18, 10768]",47215,['US'],en,Oldest Living Confederate Widow Tells All,,0.8179000000000001,/dIROKu735KXCMwYsjHqGP4M4s1C.jpg,1994-05-01,Oldest Living Confederate Widow Tells All,5.0,1
False,,[35],158622,['GB'],en,Mother's Ruin,,0.8025,,1994-05-29,Mother's Ruin,7.0,1
False,/c4Wue7stAuv5N19BTvbqpsT6MST.jpg,[18],74363,[],en,The Dwelling Place,,0.7698,/9jgfiUEPSq6Q0ycsE9rRRJG4HAO.jpg,1994-05-08,The Dwelling Place,6.0,3
False,,[],248519,['JP'],ja,結婚式場 花嫁介添人がゆく,,0.7543000000000001,,1994-05-29,結婚式場 花嫁介添人がゆく,0.0,0
False,/ww50xJ2gzH2Gi1Q88zD12GGUB0S.jpg,[18],194547,['ZA'],af,Torings,,0.6855,/uqsqEamlZNf6thGe8gYVsr7RtYa.jpg,1994-05-12,Torings,0.0,0
False,/hehxdQnoa5zyodpTZgRbWNICjKc.jpg,[18],32398,['IE'],en,Family,,0.6637000000000001,/iQmGRxu5r7ih5ULPXTsmz2X9kun.jpg,1994-05-03,Family,8.0,2
False,,[],104014,[],ar,أحلام العنكبوت Spider Dreams,,0.6153000000000001,/bU0ggoetJI4NaCEYQ4icK2HHa2U.jpg,1994-05-12,أحلام العنكبوت Spider Dreams,0.0,0
False,,[35],26940,['GB'],en,Once Upon A Time In The North,,0.5644,,1994-05-03,Once Upon A Time In The North,5.0,1
False,/ihRPtpiP6HOK2GDn3Ea4CUhGnoE.jpg,[18],115495,['GR'],el,Παράθυρο στον Ήλιο,,0.555,/tW9bXv8REJPXQpvBCu0XvnmJqGb.jpg,1994-05-07,Παράθυρο στον Ήλιο,6.5,2
False,,[35],28218,['GB'],en,The House of Windsor,,0.5386000000000001,,1994-05-15,The House of Windsor,3.0,1
False,,[],253016,['MX'],es,Debate Presidencial México,,0.4106,,1994-05-12,Debate Presidencial México,0.0,0
False,,[18],253776,['CN'],zh,风雨桃花,,0.32930000000000004,,1994-05-07,风雨桃花,0.0,0
False,,[],155139,['HU'],hu,Patika,,0.32130000000000003,/eKFHTDIzWmjEkGnepivHI0wIR48.jpg,1994-05-01,Patika,6.5,2
False,/3eref2oQx4zLRJ6fHdcBXWhaWqj.jpg,[],218867,['BR'],pt,Prêmio Multishow,,0.31270000000000003,/u9AN7HSEsHgjpeORe3RyNOgBtxZ.jpg,1994-05-25,Prêmio Multishow,0.0,0
False,/3Och6AcGIkNR0zPKivDzl57kI4l.jpg,[99],100411,['GB'],en,Watergate,,0.30060000000000003,/sT1BzAlf36oC9XPcp6lpvZGTtsP.jpg,1994-05-08,Watergate,7.0,3
False,,[],244484,['JP'],ja,僕のセクシャルハラスメント,,0.30000000000000004,/qn0Sk9yC3OiFQoOd05P0O5cGUv6.jpg,1994-05-16,僕のセクシャルハラスメント,0.0,0
False,,[],28233,['GB'],en,John Sessions' Likely Stories,,0.1774,/xRX5HRQ4IF2Z1OgukLk5LDxeB16.jpg,1994-05-08,John Sessions' Likely Stories,0.0,0
False,,[],12287,['AU'],en,A*mazing,,0.1593,,1994-05-16,A*mazing,0.0,0
False,,[],27256,['GB'],en,Tracks,,0.11,,1994-05-18,Tracks,0.0,0
False,,[],252241,['GB'],en,A Skirt Through History,,0.10540000000000001,/p9EcC3YVm9NobR58IjEkOJJGSoL.jpg,1994-05-06,A Skirt Through History,1.0,1
False,/pl6Kcqr8PRcBpBDTlfwSXKEykzL.jpg,[],312963,['RU'],ru,Час Пик,,0.0632,/9TwqDGdSgB8LVvfJECdPqKscRNj.jpg,1994-05-30,Час Пик,0.0,0
False,/z7JxRUVu1BKa8IrGq9XxZQt5zNF.jpg,[35],227132,['IQ'],ar,عش الازواج,,0.0281,/6oDBOAHnrighaPGXATlcPTOw0XH.jpg,1994-05-25,عش الازواج,0.0,0
False,,[],212620,['CN'],zh,河洛歌仔戲之鳳凰蛋,,0.0143,/5IWKCM9OSB01TLiSfuFR4uEstfx.jpg,1994-05-10,河洛歌仔戲之鳳凰蛋,0.0,0
False,,"[10764, 10751]",105712,['DE'],de,Die Feste mit Florian Silbereisen,,6.5902,/bZO5GQ7BL0cbyy057wNx19NMH46.jpg,1994-06-02,Die Feste mit Florian Silbereisen,0.0,0
False,/ho2i3OcCv9Neer9Nyy14FjrHgH4.jpg,"[10759, 16, 10765]",43341,['JP'],ja,イ・リ・ア ゼイラム the Animation,"Iria es una joven cazarrecompensas que salva la vida de un científico que trabaja en el ""proyecto Zeiram"". Zeiram es un monstruo que está aterrorizando a los planetas vecinos y raptando a su población para extraerles su energía y así poder clonarlos. Iria se encuentra a un clon de su hermmano y esto hace que nuestra protagonista se pregunte si es posible que éste aún siga con vida. Sus amigos ayudarán a Iria en la persecución del monstruo Zeiram, pero será ella la que tendrá que detener a la bestia, salvar el planeta y descubrir cuál es el misterioso secreto que se esconde detrás de su hermano. Serie de seis OVAs de 35 minutos cada una.",4.6773,/yrGrxImC3GptanSOrzHqgu9C8BD.jpg,1994-06-23,IRIA,7.9,10
False,/pH6Y9S1ur4LC9QOOG8h4yzFTz1T.jpg,"[18, 10765]",35048,['US'],en,Emmanuelle in Space,,4.1295,/1Dt15OXjLm1fvZh6ROpYG0lWKhk.jpg,1994-06-20,Emmanuelle in Space,0.0,0
False,/kJb3hKuUmNUpTBcnKv08sTffqnd.jpg,"[18, 10766]",4487,['US'],en,Models Inc.,"Spin-off de la popular serie ''Melrose Place'', que tiene como protagonista a la madre de Amanda Woodward, Hillary Michaels (Linda Gray). La serie narra las luces y las sombras del mundo de las modelos en Los Ángeles, dentro de la compañía de Hillary. Entre las modelos de la compañía encontramos a la problemática Sarah Owens (Cassidy Rae) y a la perversa Julie Dante (Kylie Travis).",3.9598,/6PEsHQiJ5xFdpyMrnoV7hqblrR2.jpg,1994-06-29,Models,6.0,9
False,/6RoEKU9gisZbN2KyUlrOfmVuIhD.jpg,"[10767, 35]",40227,['US'],en,The Howard Stern Show,,3.8954,/tb6W0O46qny61gtIO2SjisjqKeS.jpg,1994-06-18,The Howard Stern Show,2.3,3
False,/hHB8eQZC0ju1cGHfDbsPnJH4S3o.jpg,"[18, 35]",109862,['HK'],cn,鐵膽梁寬,,3.4089,/cSrW7XfuKylyN5DVKawxrYw2zA2.jpg,1994-06-06,鐵膽梁寬,0.0,0
False,/opGi3ZDnM1FTFIyoJLUWP3HY6zM.jpg,[],98956,['TW'],zh,qi xia wu yi,,2.6385,/brO6CJWHbusX910oJt6vhhhf3ee.jpg,1994-06-01,qi xia wu yi,6.5,2
False,/kaNoavw4eav9O7Od0WsSUOOd94M.jpg,[18],109768,['HK'],cn,生死訟,,2.4563,/osHh71xeLMzzPJlxRaNp789KdpY.jpg,1994-06-06,生死訟,0.0,0
False,,[35],57324,[],en,HBO Comedy Half Hour,,1.941,/6xxqsULPON0HMNQnPaHMzKvtRjm.jpg,1994-06-16,HBO Comedy Half Hour,6.8,4
False,,"[16, 10759, 10765, 10768]",53205,['JP'],ja,七都市物語 ～北極海戦線～,,1.8349000000000002,/5YfGWcfOlR03Y7A1fkkUTXntceh.jpg,1994-06-22,七都市物語 ～北極海戦線～,4.5,2
False,,[18],218722,['CO'],es,Las aguas mansas,,1.6735,/oVGqh2T7mXNjSp7qIdDHGQGvxOK.jpg,1994-06-06,Las aguas mansas,4.5,2
False,/uHBpDiI5IVpDufo2gQ4n0Q0i9WX.jpg,[18],105201,['KR'],ko,사랑을 그대 품안에,,1.6038000000000001,/9D8v1DzdPHj0SlfDLA6xuZWloaL.jpg,1994-06-06,사랑을 그대 품안에,5.0,1
False,/sSbp5jZ9puaKQGFbF43q186LqjW.jpg,"[35, 18]",19443,['GB'],en,Roughnecks,,1.5056,/2YU2SbvEHOKzHhPJr0guCIbFwJR.jpg,1994-06-16,Roughnecks,6.5,2
False,/gRynRZfw2eeTIIZT8fXnJspxdiI.jpg,[],98173,['FR'],fr,Extrême limite,,1.4685000000000001,/8X6rRLRSJUOx46m3ztW8CwZ3px4.jpg,1994-06-27,Extrême limite,4.5,2
False,,[35],49793,['TR'],tr,Bay Kamber,,1.4028,/22910xc2IXVo48BOMAXizNdGqxu.jpg,1994-06-11,Bay Kamber,5.7,7
False,,"[10759, 10768]",76279,['ID'],id,Mahkota Majapahit,,1.212,,1994-06-21,Mahkota Majapahit,10.0,1
False,/sEC6GpRLaVsD8q7yJQybsMWVnnw.jpg,[10765],2323,['US'],en,Dead at 21,,1.1065,/94rrOE1Kt1qYrtD5ALTRZ2sLbOW.jpg,1994-06-15,Dead at 21,6.0,1
False,,[18],19719,['AU'],en,The Damnation of Harvey McHugh,,0.8280000000000001,,1994-06-02,The Damnation of Harvey McHugh,7.0,0
False,,"[18, 35]",20417,['GB'],en,Little Napoleons,,0.7986000000000001,/7AyjuTQglNKf3Wieojh3cfYvwy6.jpg,1994-06-07,Little Napoleons,0.0,0
False,/rqJfp28oL0ES5OBFSZPzSbGX6KV.jpg,[99],246460,['US'],en,Movie Magic,,0.7886000000000001,/xt29malDDSTsO80cdIFSl7yCPLF.jpg,1994-06-24,Movie Magic,8.0,1
False,,"[99, 10768]",51517,['US'],en,D-Day: The Total Story,,0.7749,/tzScrWiIXsK1Tj710hDztcpDIVE.jpg,1994-06-05,D-Day: The Total Story,0.0,0
False,/rKkS4VdnmY6pZDgcn65P1TwI1yH.jpg,[18],36923,['US'],en,Valley of the Dolls,,0.7496,/9q4PPUTjfkDfF1JYy7aCJKH8hE8.jpg,1994-06-13,Valley of the Dolls,2.0,2
False,,[],221306,['US'],en,Les libérations de la France,,0.6737000000000001,,1994-06-21,Les libérations de la France,0.0,0
False,,[],35235,['AU'],en,Halfway Across the Galaxy and Turn Left,,0.6344000000000001,/fSjqdGdpl33Gv9vzE6Sw0mKJiQt.jpg,1994-06-19,Halfway Across the Galaxy and Turn Left,7.5,1
False,,[99],16878,['US'],en,Encounters: The Hidden Truth,,0.6162000000000001,/h0wy46FA2nOeGNbxFQ5YiVY9hsg.jpg,1994-06-24,Encounters: The Hidden Truth,0.0,0
False,/nmDPpno0j75sNK4AMSN4HGOVTfv.jpg,[35],294354,['ES'],ca,Oh! Europa,,0.551,/wNeUFVLjkiaEIZ7qe6s514OhLRR.jpg,1994-06-12,Oh! Europa,0.0,0
False,/jmOi9QtC5pntaYUznPMVPfxgxms.jpg,"[18, 10759]",99390,['PL'],pl,Żywot człowieka rozbrojonego,,0.5404,/9BY55qFrpsXOq8NeGRORcqJyjJJ.jpg,1994-06-07,Żywot człowieka rozbrojonego,0.0,0
False,/3A8nfexrbNLTBI54pgFrWpgRBCl.jpg,"[18, 35]",7309,['GB'],en,Love on a Branch Line,,0.5356000000000001,/u0ktsI5q6R2fAyuhXyUCGop3wDq.jpg,1994-06-12,Love on a Branch Line,4.25,4
False,/3pHjQRYdocFBz1kHJkZ86oGbAkG.jpg,"[18, 10751]",22596,['FR'],fr,Jalna,,0.4904,/pYXgsS9hWuYYFP11ujQ7J2c6nHY.jpg,1994-06-27,Jalna,7.0,1
False,/qF3f3Rychf11M4nYmMUqkzvO2Mf.jpg,[],154914,['US'],en,Prophecy in the News,,0.2914,/5sWHdKbcwVdEBedFP4NMmwQIrFn.jpg,1994-06-07,Prophecy in the News,0.0,0
False,/47AXx35OVLSBC5Ku6aj2HrlBrEC.jpg,[],242309,['CN'],zh,再战封神榜,,0.28140000000000004,/15LyRHGfGQqEFAZWEQxtL8EYj7I.jpg,1994-06-14,再战封神榜,0.0,0
False,,"[35, 18]",295564,['IR'],fa,Hamsaran,,0.2632,/sukYZkK0WqLth3LCL63swX092zk.jpg,1994-06-14,Hamsaran,0.0,0
False,,[99],259155,['PT'],pt,As Ordens Militares e Religiosas em Portugal,,0.22640000000000002,/sHvRemXt08WnfwsOdAEKbMgKxbG.jpg,1994-06-26,As Ordens Militares e Religiosas em Portugal,0.0,0
False,,[35],201225,['US'],en,Don't Watch This Show!,,0.2025,/18QYFhKkzzeLP4XeisQe7EaAFMx.jpg,1994-06-01,Don't Watch This Show!,0.0,0
False,,[],300321,['CN'],zh,西行漫记,,0.162,/iUP0JgJz1IVFtGfwCcatvl8AgKP.jpg,1994-06-14,西行漫记,0.0,0
False,,[10767],16475,['DE'],de,Arabella,,0.1369,,1994-06-06,Arabella,0.0,0
False,,[35],121109,['CA'],fr,Fred et cie,,0.1279,,1994-06-06,Fred et cie,0.0,0
False,,[],310368,['FR'],fr,Bravo la famille,,0.1183,,1994-06-26,Las locas peripecias de una familia,0.0,0
False,,[35],72795,['IT'],it,Mai dire mondiali,,0.11610000000000001,,1994-06-20,Mai dire mondiali,10.0,1
False,,[],29646,['US'],en,ABC In Concert Country,,0.1004,,1994-06-04,ABC In Concert Country,0.0,0
False,,[99],117141,['CH'],de,Netz Natur,,0.07150000000000001,,1994-06-02,Netz Natur,0.0,0
False,/96GpYkGyBJ2nDQ9souJtT1dgmWn.jpg,[16],158538,"['BE', 'FR']",fr,Zoo Cup,,0.061700000000000005,/jsLCexWJRG30J9RiWMSZH3s2VFD.jpg,1994-06-17,Zoo Cup,0.0,0
False,,[],306311,['FR'],fr,Placé en garde à vue,,0.0297,,1994-06-18,Placé en garde à vue,0.0,0
False,,[],310932,['CN'],zh,跑滩,,0.0071,/47abgV1jWK9gI4kGvbEXiyu6Vp.jpg,1994-06-14,跑滩,0.0,0
False,,[],256637,['SA'],ar,القاتل هو,,0.0071,,1994-06-15,القاتل هو,0.0,0
False,,[],310312,['CN'],zh,马本斋,,0.0,/A3Gh7KmhnVE0VyNgnYtLZRTdXZU.jpg,1994-06-08,马本斋,0.0,0
False,,[],308958,['CN'],zh,日出苍山,,0.0,/6B2qHT812eRO1jxNCI92ERtTpNA.jpg,1994-06-23,日出苍山,0.0,0
False,,[],298124,['CN'],zh,火中莲,,0.0,,1994-06-23,火中莲,0.0,0
False,,[],271788,['US'],en,تشوسكي والآليون,,0.0,/4DfRSw0vyNXbgtXLJqSp4g0CK4T.jpg,1994-06-01,تشوسكي والآليون,0.0,0
False,,[],231845,['CN'],zh,真诚,,0.0,,1994-06-16,真诚,0.0,0
False,/ilPJ959l4Xvet6GUSkGYfeWonqA.jpg,"[18, 80]",35406,['US'],en,Rebel Highway,,11.0923,/g62Hih5WVF88uNnLZYEsSz3KwrE.jpg,1994-07-07,Rebel Highway,7.5,2
False,/8RxSSQeXHZQ8samfjmV0hTAbDch.jpg,"[80, 18]",787,['GB'],en,Wycliffe,,10.7575,/c1oq4XHTCPF3hwV4F4ZzkQCMpXS.jpg,1994-07-24,Wycliffe,6.0,3
False,/xMGQlZFkIbOUcOOgiyTSQk8qlsJ.jpg,"[35, 10767]",2470,['GB'],en,Room 101,,7.6406,/bm379lsjdbZ1D1CdQq2B4AMGdh1.jpg,1994-07-04,Room 101,6.375,24
False,/hKdZ1OvOAFcd0TwMj5ANA1aoZnf.jpg,"[10766, 18]",80096,['BR'],pt,Pátria Minha,,4.1137,/m3EJtyMPsByG5AfFNDCwIuGvjqP.jpg,1994-07-18,Pátria Minha,7.9,4
False,/i4qs1uoceFV6BZ25HvOIvMDklQ.jpg,"[18, 10768, 9648]",85609,['HK'],cn,九王奪位,,4.1123,/lbd376Nn98o6jyNdF3h4BUwxL4j.jpg,1994-07-01,九王奪位,9.0,1
False,/a1S32NUIJWQO82cjlaYakrBSASk.jpg,[18],109252,['HK'],cn,新重案傳真,,3.8759,/dBeufR7EQ955acoPE4tXBgbZybF.jpg,1994-07-07,新重案傳真,0.0,0
False,/ynnN81WOdc6k42cfHMLsd8xEhz2.jpg,[18],35878,['JP'],ja,お金がない！,,3.6273,/4L1bC9B0ITWChxlBjv7osXXb1zv.jpg,1994-07-06,お金がない！,5.0,2
False,/DqtGUJjC0jdwb58wj4nGpJ24O2.jpg,"[10763, 99, 35]",10225,['US'],en,TV Nation,,3.4816000000000003,/h8zSKyVoNHE4Xdf2MUOROpznPkr.jpg,1994-07-19,TV Nation,5.7,12
False,/guLpWJx5OVUp7D2F25Cb8Ruqd30.jpg,"[16, 10759, 10765]",113380,['JP'],ja,マップス,,3.3614,/nRBglOmttkr5SII2E57FiaTHQcH.jpg,1994-07-08,Maps,5.5,6
False,/4ese8tZyqrKlEvp9GLHAhbtPk0p.jpg,"[16, 10759, 10765]",158236,['JP'],ja,覇王大系リューナイト アデュー・レジェンド,,3.1144,/w1WDTGlMg0HJTPeWQnh4QeuNDr8.jpg,1994-07-21,覇王大系リューナイト アデュー・レジェンド,5.8,5
False,,[18],37905,['JP'],ja,グッドモーニング,,3.005,/nrirPQVmbWVnLS89GJFZ8yeE1Ab.jpg,1994-07-14,グッドモーニング,0.0,0
False,/1dm8kra1ksYhviXu519yhrLNGxA.jpg,"[18, 10751]",37347,['JP'],ja,人間･失格～たとえばぼくが死んだら～ 　,,2.948,/4gLpDQBshCyLCaEC4BE6ZQDqaCg.jpg,1994-07-08,人間･失格～たとえばぼくが死んだら～ 　,6.1,7
False,/ubfNmBBNaQXtvW40R1EJeITmbwl.jpg,"[16, 35]",19197,['JP'],ja,メタルファイター♥MIKU,,2.8723,/gVwQfnAcfYyau3Zl8UdpCntaH2V.jpg,1994-07-08,メタルファイター♥MIKU,4.0,1
False,/uK9TFqQbUf75bPQK6Z0IV6DGqY2.jpg,"[9648, 80, 18]",25789,['GB'],en,Chandler & Co,,2.622,/tkBhfBGl5COFTmBO5jmBaFb4ocC.jpg,1994-07-12,Chandler & Co,0.0,0
False,/m8iFsrUMSKXV3EuVd4zcyCNpsRG.jpg,[18],109437,['HK'],cn,獨臂刀客,,2.5682,/tYsOoBM51JA33BGK77FWTienEBY.jpg,1994-07-07,獨臂刀客,0.0,0
False,/1LaQz7CujK1buQhpt0X7zEtpbNR.jpg,[],109192,['HK'],cn,南俠展昭,,2.5483000000000002,/fY6GWxdm3e0SHHqdgymyoVVdlU.jpg,1994-07-07,南俠展昭,0.0,0
False,/n5zE4MZ71pTGwMFnn4YtCfNfEnx.jpg,"[16, 18]",20565,['JP'],ja,宇宙の騎士テッカマンブレード II,,2.266,/zqryz2UWzwIbz8LKQINx01gjJAo.jpg,1994-07-21,宇宙の騎士テッカマンブレード II,7.1,9
False,/sKajjvlGMn4uL3Yg37HUFJTdGbY.jpg,[18],125544,['JP'],ja,君といた夏,,2.1971,/cLY90D48VCyccRhe7m02IADG1R8.jpg,1994-07-04,君といた夏,0.0,0
False,,"[18, 10759]",262609,['CN'],zh,新七侠五义,,2.1736,/tIuMOWuddsjB96SRjhiq5E9Jwtv.jpg,1994-07-01,新七侠五义,8.0,1
False,/b6HrUiLJMETBi85NLdiP6r9KvqH.jpg,[18],41039,['DE'],de,"Hallo, Onkel Doc!",,2.1333,/AxStvGYS2yvKAFyFqVOrWBGeg2.jpg,1994-07-10,"Hallo, Onkel Doc!",4.0,1
False,/sMNo8KIjzvVMHbApFjErpPHrvrV.jpg,[16],45460,['JP'],ja,美しき性の伝道師 麗々,,2.0181,/gQyoMIJC5MQajlSugnzQQQzoK12.jpg,1994-07-08,美しき性の伝道師 麗々,6.0,4
False,/xClO8rjHcbJEE9GS9Bt3nvUKj0s.jpg,"[18, 10766]",84094,['KR'],ko,느낌,,1.9594,/62gHI0C83UyBweWU0yS98fCcTGH.jpg,1994-07-20,느낌,3.0,1
False,/8zB8wRF0LH5j3LEuyn0Cgpr0BB8.jpg,[35],22373,['US'],en,Muddling Through,,1.9518,/90vE4ZUxQ1dEE0D0KjUlULI9bba.jpg,1994-07-09,Muddling Through,10.0,2
False,/gzqvtk8DYb9jxUfLTDbeVEuMKi2.jpg,[],110002,['HK'],cn,千歲情人,,1.9060000000000001,/5Is0vh81hhXOrgeRUav3YcPo7Eq.jpg,1994-07-19,千歲情人,0.0,0
False,/gJF7D4UShOSRQSsjbW9Ba8INeZy.jpg,"[10766, 10751]",284396,['KR'],ko,좋은걸 어떡해,,1.6793,/g51bEXHvRpPvJIrHVXQOF1GIMJC.jpg,1994-07-13,좋은걸 어떡해,0.0,0
False,/1o4YJwLNA87yzfVzGxbvpniWxcf.jpg,"[18, 35]",12731,['MX'],es,Volver a Empezar,"Renata Jiménez ""Reny"" es una estrella de la música pop, tiene muchos fanes, una vida acomodada y una familia a quien ama. Desafortunadamente, la hermana de Reny, Sandra ""Sandy"" Jiménez y el representante de Reny, Santiago Ugalde, están consumidos por la locura y la envidia. Sandra quiere su fama y Santiago quiere su fortuna. En un elaborado plan, Santiago envenena al padre de Reny para asegurar que esta herede su fortuna.",1.6074000000000002,/hZVtQY2mLheqPyFHH7iNgQbVIQb.jpg,1994-07-25,Volver a Empezar,6.0,7
False,/cmSDmK6dPPDecapYQLpN8BHyWy1.jpg,"[16, 35]",134036,['JP'],ja,おたくの星座,,1.5636,/o3cWx55m6ApWeRC0ciwQS0fHCc2.jpg,1994-07-10,おたくの星座,1.0,1
